Drug	c_target_A	c_target_cancer_direct_A	c_target_cancer_direct_A_scoreA	c_target_cancer_second_A	c_target_cancer_B	c_target_cancer_degree_B	c_target_cancer_degree_B_scoreA	c_target_cancerB_B	c_target_cancerB_degree_B	c_target_cancerB_degree_B_scoreB	c_target_B
DB01071	1	1	1	0	0	0	0	5	5	51	5
DB01070	1	1	1	1	10	10	17	55	55	1035	55
DB01061	1	0	0	0	0	0	0	0	0	0	0
DB01060	1	0	0	0	0	0	0	0	0	0	0
DB01057	1	0	0	0	0	0	0	0	0	0	5
DB01056	1	0	0	1	4	4	4	70	70	289	71
DB01046	1	0	0	0	0	0	0	0	0	0	0
DB01020	1	0	0	1	8	8	14	87	87	2117	90
DB01013	1	1	4	1	14	14	37	74	74	1684	74
DB01012	1	1	1	1	14	14	19	107	107	309	107
DB01006	1	1	6	1	2	2	2	7	7	57	7
DB01005	1	1	7	1	3	3	7	39	39	439	39
DB01002	1	0	0	1	4	4	4	63	63	209	64
DB00992	1	1	10	1	7	7	17	8	8	312	8
DB00990	1	1	6	1	2	2	2	7	7	57	7
DB00987	1	1	1	1	6	6	10	39	39	293	39
DB00985	1	1	1	0	0	0	0	5	5	51	5
DB00984	1	1	15	1	34	34	92	234	234	3877	234
DB00982	1	1	3	1	19	19	66	71	71	1306	71
DB00979	1	0	0	0	0	0	0	3	3	95	3
DB00972	1	1	1	0	0	0	0	5	5	51	5
DB00969	1	0	0	0	0	0	0	0	0	0	0
DB00967	1	1	1	0	0	0	0	5	5	51	5
DB00961	1	0	0	1	4	4	4	63	63	209	64
DB00959	1	1	4	1	14	14	37	74	74	1684	74
DB00955	1	0	0	0	0	0	0	0	0	0	0
DB00950	1	1	1	0	0	0	0	5	5	51	5
DB00947	1	1	17	1	44	44	116	182	182	3640	182
DB00946	1	0	0	0	0	0	0	1	1	13	1
DB00943	1	0	0	0	0	0	0	0	0	0	0
DB00942	1	0	0	0	0	0	0	3	3	95	3
DB00941	1	0	0	0	0	0	0	0	0	0	5
DB00932	1	0	0	0	0	0	0	0	0	0	0
DB00928	1	1	2	1	8	8	36	76	76	1444	76
DB00927	1	0	0	0	0	0	0	39	39	806	40
DB00924	1	0	0	1	2	2	2	54	54	1007	59
DB00923	1	0	0	0	0	0	0	0	0	0	0
DB00919	1	0	0	0	0	0	0	0	0	0	0
DB00913	1	0	0	1	1	1	1	60	60	991	65
DB00910	1	1	1	1	10	10	17	55	55	1035	55
DB00906	1	0	0	0	0	0	0	5	5	8	5
DB00902	1	1	1	0	0	0	0	5	5	51	5
DB00901	1	0	0	1	7	7	33	82	82	1710	86
DB00896	1	1	4	1	14	14	37	74	74	1684	74
DB00894	1	1	6	1	2	2	2	7	7	57	7
DB00892	1	0	0	1	4	4	4	63	63	209	64
DB00891	1	0	0	0	0	0	0	0	0	0	0
DB00889	1	0	0	0	0	0	0	0	0	0	0
DB00884	1	1	1	1	1	1	1	1	1	1	1
DB00883	1	0	0	1	8	8	14	93	93	2156	97
DB00881	1	0	0	0	0	0	0	4	4	188	4
DB00879	1	0	0	0	0	0	0	0	0	0	0
DB00876	1	0	0	1	4	4	25	76	76	1899	81
DB00873	1	1	4	1	14	14	37	74	74	1684	74
DB00868	1	0	0	1	4	4	4	70	70	289	71
DB00867	1	0	0	1	7	7	33	82	82	1710	86
DB00864	1	0	0	1	5	5	11	42	42	641	62
DB00860	1	1	4	1	14	14	37	74	74	1684	74
DB00858	1	1	15	1	34	34	92	234	234	3877	234
DB00857	1	1	1	1	1	1	1	19	19	74	19
DB00855	1	0	0	0	0	0	0	0	0	0	0
DB00846	1	1	4	1	14	14	37	74	74	1684	74
DB00838	1	1	4	1	14	14	37	74	74	1684	74
DB00828	1	0	0	0	0	0	0	0	0	0	0
DB00827	1	0	0	0	0	0	0	0	0	0	0
DB00816	1	0	0	1	7	7	33	82	82	1710	86
DB00807	1	0	0	1	4	4	4	63	63	209	64
DB00802	1	0	0	1	1	1	1	60	60	991	65
DB00796	1	0	0	1	4	4	25	76	76	1899	81
DB00792	1	1	1	0	0	0	0	5	5	51	5
DB00789	1	0	0	0	0	0	0	0	0	0	0
DB00782	1	0	0	0	0	0	0	3	3	95	3
DB00776	1	0	0	1	4	4	4	70	70	289	71
DB00772	1	0	0	0	0	0	0	0	0	0	5
DB00771	1	0	0	0	0	0	0	3	3	95	3
DB00769	1	1	4	1	14	14	37	74	74	1684	74
DB00766	1	0	0	0	0	0	0	0	0	0	0
DB00765	1	0	0	1	2	2	2	2	2	143	2
DB00763	1	0	0	0	0	0	0	0	0	0	0
DB00760	1	0	0	0	0	0	0	0	0	0	0
DB00758	1	0	0	0	0	0	0	1	1	39	1
DB00757	1	0	0	0	0	0	0	0	0	0	0
DB00750	1	0	0	1	4	4	4	70	70	289	71
DB00748	1	1	1	0	0	0	0	5	5	51	5
DB00746	1	0	0	1	5	5	14	64	64	907	80
DB00744	1	1	1	0	0	0	0	4	4	10	4
DB00738	1	0	0	0	0	0	0	33	33	602	33
DB00736	1	0	0	1	3	3	7	26	26	46	32
DB00735	1	1	1	1	1	1	1	19	19	74	19
DB00732	1	0	0	0	0	0	0	1	1	1	10
DB00730	1	0	0	0	0	0	0	0	0	0	0
DB00729	1	0	0	0	0	0	0	2	2	28	2
DB00727	1	0	0	1	8	8	14	93	93	2156	97
DB00722	1	0	0	0	0	0	0	4	4	188	4
DB00719	1	1	1	0	0	0	0	5	5	51	5
DB00718	1	0	0	0	0	0	0	0	0	0	0
DB00717	1	1	5	1	19	19	54	50	50	1551	50
DB00710	1	1	1	1	1	1	1	1	1	1	1
DB00705	1	0	0	0	0	0	0	0	0	0	0
DB00701	1	0	0	0	0	0	0	0	0	0	0
DB00700	1	0	0	1	4	4	19	17	17	370	18
DB00699	1	1	1	1	3	3	3	47	47	888	47
DB00693	1	0	0	0	0	0	0	0	0	0	0
DB00689	1	0	0	0	0	0	0	0	0	0	0
DB00684	1	0	0	0	0	0	0	0	0	0	0
DB00680	1	0	0	1	4	4	4	70	70	289	71
DB00678	1	0	0	1	4	4	25	76	76	1899	81
DB00673	1	0	0	0	0	0	0	5	5	354	7
DB00672	1	0	0	1	2	2	4	67	67	1336	70
DB00671	1	0	0	0	0	0	0	0	0	0	0
DB00670	1	0	0	0	0	0	0	3	3	95	3
DB00665	1	1	15	1	34	34	92	234	234	3877	234
DB00664	1	0	0	0	0	0	0	0	0	0	0
DB00663	1	1	4	1	14	14	37	74	74	1684	74
DB00654	1	0	0	1	1	1	1	47	47	893	47
DB00649	1	0	0	0	0	0	0	0	0	0	0
DB00645	1	0	0	1	4	4	4	63	63	209	64
DB00638	1	0	0	0	0	0	0	0	0	0	0
DB00636	1	1	1	1	21	21	58	65	65	1390	65
DB00633	1	1	1	1	2	2	2	56	56	1064	56
DB00625	1	0	0	0	0	0	0	0	0	0	0
DB00621	1	1	15	1	34	34	92	234	234	3877	234
DB00620	1	1	4	1	14	14	37	74	74	1684	74
DB00617	1	0	0	1	2	2	2	20	20	84	21
DB00613	1	0	0	0	0	0	0	0	0	0	0
DB00610	1	1	1	1	3	3	3	47	47	888	47
DB00600	1	0	0	0	0	0	0	0	0	0	0
DB00596	1	1	4	1	14	14	37	74	74	1684	74
DB00593	1	0	0	1	2	2	2	57	57	166	61
DB00592	1	0	0	0	0	0	0	1	1	1	12
DB00591	1	1	4	1	14	14	37	74	74	1684	74
DB00587	1	0	0	0	0	0	0	0	0	0	2
DB00585	1	0	0	0	0	0	0	39	39	806	40
DB00584	1	0	0	0	0	0	0	4	4	188	4
DB00582	1	0	0	0	0	0	0	0	0	0	0
DB00581	1	0	0	0	0	0	0	0	0	0	0
DB00576	1	0	0	0	0	0	0	0	0	0	0
DB00565	1	0	0	0	0	0	0	1	1	1	10
DB00563	1	1	4	0	0	0	0	5	5	36	5
DB00557	1	1	1	0	0	0	0	5	5	51	5
DB00555	1	1	1	1	3	3	3	30	30	143	30
DB00552	1	0	0	0	0	0	0	4	4	13	4
DB00550	1	0	0	0	0	0	0	0	0	0	0
DB00549	1	0	0	0	0	0	0	0	0	0	2
DB00547	1	1	4	1	14	14	37	74	74	1684	74
DB00544	1	1	9	0	0	0	0	0	0	0	0
DB00542	1	0	0	0	0	0	0	4	4	188	4
DB00531	1	1	12	1	9	9	33	33	33	652	33
DB00528	1	0	0	0	0	0	0	5	5	19	9
DB00525	1	0	0	0	0	0	0	0	0	0	0
DB00524	1	0	0	0	0	0	0	2	2	2	2
DB00522	1	0	0	0	0	0	0	3	3	12	3
DB00520	1	0	0	0	0	0	0	0	0	0	0
DB00519	1	0	0	0	0	0	0	4	4	188	4
DB00511	1	0	0	1	6	6	10	42	42	383	51
DB00507	1	0	0	0	0	0	0	0	0	0	0
DB00504	1	0	0	1	1	1	1	60	60	991	65
DB00501	1	0	0	0	0	0	0	39	39	806	40
DB00498	1	0	0	0	0	0	0	1	1	13	1
DB00494	1	1	1	0	0	0	0	0	0	0	0
DB00492	1	0	0	0	0	0	0	4	4	188	4
DB00479	1	0	0	0	0	0	0	0	0	0	0
DB00478	1	0	0	0	0	0	0	0	0	0	0
DB00474	1	0	0	0	0	0	0	5	5	22	19
DB00444	1	1	16	1	2	2	6	95	95	1310	95
DB00443	1	1	4	1	14	14	37	74	74	1684	74
DB00439	1	0	0	1	2	2	2	9	9	144	21
DB00437	1	1	1	1	1	1	1	1	1	1	1
DB00433	1	0	0	1	4	4	4	63	63	1196	69
DB00432	1	1	9	0	0	0	0	0	0	0	0
DB00429	1	0	0	1	1	1	1	51	51	927	53
DB00427	1	1	1	0	0	0	0	5	5	51	5
DB00423	1	1	1	0	0	0	0	5	5	23	5
DB00419	1	0	0	1	2	2	4	5	5	214	5
DB00416	1	0	0	0	0	0	0	1	1	1	10
DB00414	1	0	0	0	0	0	0	4	4	39	5
DB00410	1	0	0	0	0	0	0	0	0	0	0
DB00405	1	1	1	0	0	0	0	5	5	51	5
DB00403	1	1	1	1	1	1	1	46	46	885	46
DB00394	1	1	4	1	14	14	37	74	74	1684	74
DB00390	1	0	0	1	6	6	10	42	42	383	51
DB00389	1	0	0	0	0	0	0	0	0	0	0
DB00385	1	1	16	1	2	2	6	95	95	1310	95
DB00378	1	1	5	1	19	19	54	50	50	1551	50
DB00377	1	0	0	0	0	0	0	0	0	0	0
DB00369	1	0	0	0	0	0	0	0	0	0	0
DB00362	1	0	0	0	0	0	0	0	0	0	0
DB00361	1	1	7	1	22	22	54	153	153	4365	153
DB00359	1	0	0	0	0	0	0	0	0	0	0
DB00356	1	0	0	0	0	0	0	0	0	0	0
DB00348	1	0	0	0	0	0	0	0	0	0	0
DB00347	1	0	0	1	2	2	2	57	57	166	61
DB00343	1	0	0	0	0	0	0	5	5	19	9
DB00341	1	1	1	0	0	0	0	5	5	51	5
DB00331	1	0	0	1	41	41	150	155	155	3970	177
DB00325	1	0	0	1	8	8	14	93	93	2156	97
DB00324	1	1	4	1	14	14	37	74	74	1684	74
DB00323	1	1	1	0	0	0	0	0	0	0	0
DB00322	1	1	9	0	0	0	0	0	0	0	0
DB00317	1	1	18	1	64	64	219	314	314	7369	314
DB00310	1	0	0	0	0	0	0	2	2	2	2
DB00309	1	1	9	1	17	17	43	121	121	3681	121
DB00302	1	0	0	1	8	8	19	96	96	349	103
DB00301	1	0	0	0	0	0	0	0	0	0	0
DB00300	1	0	0	0	0	0	0	0	0	0	0
DB00296	1	0	0	1	4	4	4	63	63	209	64
DB00287	1	0	0	1	1	1	1	47	47	893	47
DB00286	1	1	17	1	44	44	116	182	182	3640	182
DB00283	1	1	1	0	0	0	0	5	5	51	5
DB00282	1	1	1	1	1	1	1	1	1	1	1
DB00278	1	0	0	1	10	10	35	94	94	808	101
DB00275	1	0	0	1	4	4	25	76	76	1899	81
DB00272	1	0	0	0	0	0	0	39	39	806	40
DB00269	1	1	17	1	44	44	116	182	182	3640	182
DB00263	1	0	0	0	0	0	0	0	0	0	0
DB00262	1	1	1	0	0	0	0	41	41	443	41
DB00261	1	0	0	1	2	2	2	7	7	124	7
DB00259	1	0	0	0	0	0	0	0	0	0	0
DB00253	1	1	4	1	14	14	37	74	74	1684	74
DB00251	1	0	0	0	0	0	0	0	0	0	0
DB00249	1	0	0	0	0	0	0	0	0	0	0
DB00240	1	1	4	1	14	14	37	74	74	1684	74
DB00238	1	0	0	0	0	0	0	0	0	0	0
DB00235	1	0	0	1	2	2	2	7	7	124	7
DB00234	1	1	1	0	0	0	0	4	4	6	4
DB00230	1	0	0	1	2	2	2	64	64	342	69
DB00229	1	0	0	0	0	0	0	0	0	0	0
DB00226	1	1	1	0	0	0	0	4	4	6	4
DB00224	1	0	0	0	0	0	0	0	0	0	0
DB00223	1	1	4	1	14	14	37	74	74	1684	74
DB00220	1	0	0	0	0	0	0	0	0	0	0
DB00219	1	0	0	0	0	0	0	3	3	95	3
DB00214	1	0	0	0	0	0	0	2	2	2	2
DB00213	1	0	0	1	3	3	7	26	26	46	32
DB00212	1	0	0	0	0	0	0	14	14	187	19
DB00209	1	0	0	0	0	0	0	3	3	95	3
DB00208	1	0	0	0	0	0	0	1	1	39	1
DB00196	1	0	0	0	0	0	0	0	0	0	0
DB00192	1	0	0	1	4	4	4	70	70	289	71
DB00190	1	0	0	0	0	0	0	0	0	0	4
DB00187	1	0	0	1	1	1	1	51	51	888	54
DB00183	1	0	0	1	2	2	2	47	47	885	47
DB00180	1	1	4	1	14	14	37	74	74	1684	74
DB00177	1	0	0	1	4	4	25	76	76	1899	81
DB00175	1	0	0	1	2	2	2	9	9	144	21
DB00169	1	1	1	1	10	10	17	55	55	1035	55
DB00165	1	0	0	0	0	0	0	0	0	0	0
DB00153	1	1	1	1	10	10	17	55	55	1035	55
DB00147	1	0	0	0	0	0	0	0	0	0	0
DB00146	1	1	1	1	10	10	17	55	55	1035	55
DB00113	1	0	0	1	1	1	18	7	7	95	7
DB00109	1	0	0	0	0	0	0	0	0	0	0
DB00106	1	1	6	1	1	1	1	49	49	932	49
DB00094	1	0	0	0	0	0	0	7	7	378	8
DB00093	1	0	0	1	1	1	1	47	47	900	48
DB00089	1	1	1	0	0	0	0	17	17	748	17
DB00082	1	0	0	1	4	4	6	24	24	824	25
DB00070	1	0	0	1	10	10	39	79	79	1099	98
DB00066	1	0	0	0	0	0	0	7	7	378	8
DB00065	1	0	0	1	11	11	36	72	72	1542	83
DB00063	1	1	1	1	17	17	72	141	141	1967	141
DB00061	1	0	0	1	63	63	222	300	300	6362	321
DB00058	1	1	2	1	1	1	1	14	14	125	14
DB00045	1	0	0	1	9	9	18	140	140	2062	143
DB00044	1	1	2	1	1	1	1	7	7	108	7
DB00038	1	0	0	1	1	1	1	4	4	209	8
DB00026	1	0	0	1	4	4	12	17	17	431	21
DB00024	1	1	1	1	1	1	2	14	14	183	14
DB00021	1	0	0	0	0	0	0	0	0	0	3
DB00017	1	0	0	0	0	0	0	1	1	14	4
DB00016	1	1	1	1	5	5	23	25	25	1042	25
DB00012	1	1	1	1	5	5	23	25	25	1042	25
DB00010	1	0	0	0	0	0	0	0	0	0	1
DB00007	1	1	6	1	1	1	1	49	49	932	49
DB00006	1	0	0	1	10	10	35	94	94	808	101
DB00001	1	0	0	1	10	10	35	94	94	808	101
